FLU GAS TEMP,STEAM PRESSURE,TURBINE SPEED,GENERATOR VOLTAGE,AIR QUALITY,HEALTHINESS,ERROR TYPE
625,2542,3056,18579,293,1,0
335,1956,3504,18795,82,0,1
800,1903,3382,19757,99,0,1
691,2429,3100,16605,371,0,3
589,2739,3227,17500,274,1,0
697,2693,3459,19449,333,1,0
745,2943,3573,17136,254,0,1
356,1966,3389,18191,155,0,1
545,2126,3093,17212,243,1,0
319,2717,3382,17786,400,0,1
794,3065,3539,17311,200,0,1
741,3073,3315,16562,293,0,1
595,2239,2987,17687,226,0,2
590,2539,3235,18393,149,1,0
790,2809,3553,17096,424,0,1
624,2555,2958,19333,111,0,2
495,1978,3284,16591,430,0,2
438,2919,2993,18538,357,0,2
434,2459,3079,18577,378,1,0
610,2223,3274,18972,351,1,0
414,2569,3434,18187,78,1,0
447,3071,2864,17405,242,0,2
693,2635,3031,18121,44,1,0
773,2612,2945,19321,258,0,1
620,2167,2995,18211,415,0,2
732,2305,2869,19476,274,0,1
712,2965,3062,19188,362,0,1
505,2945,3371,17982,414,0,0
797,2699,3360,16738,385,0,1
755,2944,3691,19566,341,0,1
432,2962,3608,19746,105,0,2
791,1968,2994,16749,162,0,1
401,2809,3570,19853,53,1,0
789,2024,3070,16939,157,0,1
453,2933,3442,19629,302,1,0
667,2159,3655,16608,342,0,2
469,2591,3611,17396,387,0,2
469,2042,3379,17100,434,0,0
694,3100,3154,19908,296,0,2
722,2909,2949,17214,218,0,1
652,2829,3130,17783,330,1,0
685,2902,2859,18795,220,0,2
598,1927,3445,17902,179,0,2
468,1902,3287,16850,280,0,2
655,2922,2870,17083,32,0,2
574,2032,3181,16594,40,0,3
650,1957,3445,17802,384,0,2
380,2136,3297,19584,58,0,1
527,2137,2919,17101,33,0,2
636,3059,3642,17732,298,0,2
539,2137,2977,17660,228,0,2
779,2467,3349,18814,435,0,1
617,2605,3485,17074,323,1,0
316,2862,3373,19933,421,0,1
792,2816,3316,19953,190,0,1
622,2025,3457,16586,278,0,3
452,2763,3551,16674,255,0,3
422,2650,2896,18329,425,0,2
777,2155,2914,19266,394,0,1
782,2273,3450,16805,180,0,1
733,2707,3196,17167,86,0,1
583,2640,3392,19936,67,1,0
720,2397,2997,19465,97,0,1
436,2829,3630,18650,449,0,2
390,2489,3077,17234,412,0,1
304,2523,3266,17764,80,0,1
706,2881,3615,18840,388,0,1
532,2760,3104,18657,96,1,0
464,1948,3037,18307,401,0,2
540,2258,3591,17322,343,1,0
530,2648,3121,19529,168,1,0
674,2852,3353,17893,160,1,0
475,3062,2869,18852,297,0,2
744,1972,3220,17309,244,0,1
645,2925,3696,19573,145,0,2
750,1987,3518,19814,133,0,1
342,1991,2853,16778,302,0,1
539,2840,3288,19199,380,1,0
637,2455,3305,17024,75,1,0
762,2587,3591,19815,162,0,1
789,2498,3000,18255,248,0,1
440,1998,3618,19755,421,0,2
424,2135,3078,17919,378,1,0
739,2188,3607,16515,420,0,1
465,2365,3405,18280,125,1,0
386,2384,3000,17286,375,0,1
485,2748,3209,19869,256,1,0
606,2500,3054,18214,83,1,0
405,2618,2905,16852,118,0,2
720,3082,3319,19293,286,0,1
572,2481,3364,19946,424,0,0
603,2021,3335,18562,70,1,0
470,2610,3366,19066,200,1,0
537,2436,3022,16606,199,0,3
785,2970,2984,17823,148,0,1
790,1945,3695,17966,79,0,1
509,2325,3373,19096,133,1,0
608,3038,3566,17362,262,0,2
350,2208,2895,18060,202,0,1
602,2019,2904,18132,32,0,2
615,1977,3507,17550,290,0,2
742,2779,3000,17971,268,0,1
609,2784,2915,18302,225,0,2
368,2102,3635,19426,245,0,1
555,1977,3571,17325,68,0,2
620,3054,3081,17123,277,0,2
511,3005,3454,17922,247,0,2
786,2634,2998,18495,45,0,1
657,2426,3442,19943,438,0,0
340,2189,3011,18899,180,0,1
668,2760,3520,17863,199,1,0
390,2905,3490,18067,168,0,1
756,2085,3256,18620,388,0,1
316,2795,3343,17258,181,0,1
784,2276,3098,18115,226,0,1
624,2743,3481,18072,317,1,0
420,2773,3541,18892,253,1,0
340,2161,3495,17371,369,0,1
471,1909,3223,19745,104,0,2
508,2660,3559,19083,38,1,0
359,3051,3400,19935,364,0,1
544,3002,3196,18840,264,0,2
402,2710,2979,17093,341,0,2
623,2872,3521,19310,119,1,0
645,2938,3666,17969,319,0,2
311,2951,3422,19290,439,0,1
720,1957,3237,19045,284,0,1
506,2287,3575,18965,341,1,0
366,2067,3380,19937,396,0,1
605,2404,3383,18146,116,1,0
531,2029,3611,17683,169,0,2
774,2387,3589,19342,75,0,1
373,2855,3076,19595,405,0,1
506,2798,3518,18114,401,0,0
620,2721,3166,16704,355,0,3
480,2472,3386,17587,373,1,0
340,2142,3514,18864,279,0,1
487,3043,3500,18168,159,0,2
447,2542,2868,16894,376,0,2
685,2901,3649,19794,225,0,2
730,2539,3532,19169,65,0,1
455,2826,3385,16551,218,0,3
758,2972,3461,16875,178,0,1
737,2377,3268,19011,276,0,1
558,2609,2962,19007,293,0,2
499,2725,3060,18282,83,1,0
680,2080,3516,17291,154,1,0
787,2522,3257,17285,57,0,1
769,2840,3278,19120,76,0,1
366,2811,3533,19307,213,0,1
590,2990,3507,17483,235,1,0
448,2576,2918,19722,87,0,2
459,2050,3352,17296,218,1,0
410,3082,2891,19964,180,0,2
374,2334,3237,17903,294,0,1
786,2391,3658,17894,164,0,1
392,2200,3611,17879,231,0,1
311,1924,3541,16914,297,0,1
487,2232,3291,19390,154,1,0
530,3001,3569,17190,384,0,2
354,2386,3287,19290,33,0,1
480,2938,3234,18748,271,1,0
493,2809,3211,17471,266,1,0
357,2268,3634,18861,91,0,1
416,2375,3586,18532,428,0,0
561,2462,3644,18699,348,0,2
797,2405,3670,18172,106,0,1
743,2977,3678,19711,439,0,1
559,2153,3068,17264,323,1,0
333,2633,3427,18063,417,0,1
435,2179,3075,18755,140,1,0
783,2038,3242,19209,341,0,1
575,3061,3254,19258,391,0,2
337,2575,3480,18046,388,0,1
481,2642,3689,18529,403,0,2
718,2605,3388,17993,187,0,1
737,2805,3074,16535,432,0,1
650,2444,3189,19711,275,1,0
662,2328,3326,16507,238,0,3
520,2979,3250,17204,413,0,0
385,2471,2855,18480,427,0,1
450,2547,3116,17654,225,1,0
504,2396,3255,17352,231,1,0
732,2106,3044,18773,431,0,1
792,2426,3672,18289,288,0,1
411,2189,3236,18892,199,1,0
429,2466,3223,17775,376,1,0
691,2508,3373,17096,32,1,0
639,2031,3634,18523,112,0,2
356,2925,3679,17684,168,0,1
742,2814,3218,19100,77,0,1
725,2745,3082,18706,164,0,1
399,2860,3590,18090,449,0,1
414,2755,3089,18262,314,1,0
483,2569,3358,19150,415,0,0
346,2589,3615,17413,308,0,1
549,2065,3658,17010,435,0,2
628,2382,3684,19061,142,0,2
598,2367,3568,18433,307,1,0
422,2847,3282,17056,153,1,0
309,2947,2912,16804,143,0,1
649,2056,2900,19814,268,0,2
705,2993,2968,17907,183,0,1
669,2329,3534,16621,255,0,3
645,2218,3604,20008,107,0,2
681,2565,2991,19894,394,0,2
383,2160,3516,19550,220,0,1
784,1978,3185,19411,285,0,1
390,2899,3073,18485,262,0,1
540,2211,3433,18019,283,1,0
402,2027,2970,16792,101,0,2
512,2534,3031,18123,325,1,0
541,2704,3243,18900,44,1,0
568,1901,3447,17044,252,0,2
634,2302,3135,16511,215,0,3
727,2527,3652,18944,341,0,1
635,2041,3108,19615,120,1,0
387,2232,3019,17476,182,0,1
382,2881,2854,16872,304,0,1
416,3072,3466,16802,348,0,2
570,2898,3040,17982,124,1,0
548,2832,3528,19623,286,1,0
331,2988,3396,16877,74,0,1
339,1946,3386,19856,401,0,1
715,2130,2870,19474,191,0,1
386,2467,3074,17145,94,0,1
300,2231,2927,18763,107,0,1
484,2913,3551,18417,364,1,0
690,2716,2867,19057,432,0,2
414,2978,3627,18172,409,0,2
694,3014,3662,17158,30,0,2
742,2438,3612,19973,196,0,1
749,2194,3427,17391,437,0,1
500,1931,3316,19295,219,0,2
649,2005,3523,16938,133,0,3
489,2843,3407,17823,282,1,0
525,3097,3142,17868,149,0,2
773,2695,2965,17659,337,0,1
317,2054,3201,19348,247,0,1
485,2726,3663,17277,126,0,2
667,2471,3445,17391,134,1,0
476,2100,3695,16773,51,0,2
560,2239,3666,17127,216,0,2
459,2417,2854,16844,393,0,2
578,2799,3089,19481,359,1,0
399,3064,3304,17614,327,0,1
619,3077,3580,18630,433,0,2
774,1906,3085,19568,185,0,1
315,2140,3139,19308,67,0,1
414,2516,3572,18186,433,0,0
376,1923,3478,18991,119,0,1
568,2163,3595,18836,186,1,0
493,3020,3223,19222,324,0,2
566,2651,2881,17984,195,0,2
572,2532,3400,16711,209,0,3
731,2800,3157,19356,439,0,1
509,2810,3035,18816,187,1,0
541,2550,3482,17674,250,1,0
349,2956,3111,19961,290,0,1
737,2449,2885,19724,368,0,1
781,2626,3419,16917,408,0,1
765,2410,3492,17689,361,0,1
460,2483,2859,17826,338,0,2
703,1961,3241,17741,126,0,1
661,2594,3584,17363,359,1,0
599,2879,3606,19614,67,0,2
668,2355,2976,18822,277,0,2
603,2386,3483,19361,301,1,0
552,2413,3577,19690,101,1,0
324,2242,2991,16726,211,0,1
661,2458,3201,16859,212,0,3
700,2612,3182,19774,295,1,0
728,1957,2948,17653,87,0,1
642,2919,3035,17172,341,1,0
344,3056,2930,16619,251,0,1
795,2322,3217,17267,369,0,1
789,2039,3006,18678,177,0,1
601,2465,3206,18803,378,1,0
696,2380,3222,19090,141,1,0
729,2454,3458,19385,108,0,1
646,2645,2987,17990,364,0,2
342,2781,2898,16514,405,0,1
599,2146,3670,18658,288,0,2
569,2639,3129,19430,379,1,0
508,2876,3286,17540,229,1,0
392,2446,3363,19428,397,0,1
708,2168,3490,18662,344,0,1
451,2195,3668,18134,155,0,2
743,2048,3015,17971,374,0,1
794,2992,3433,17381,141,0,1
590,2996,3382,17948,137,1,0
462,2545,3024,19533,191,1,0
367,2664,2932,19165,384,0,1
458,2852,3155,19641,390,1,0
642,2235,3620,19209,87,0,2
563,2111,3468,19151,219,1,0
664,2306,3450,18192,105,1,0
373,2999,3078,19750,34,0,1
693,2893,3264,19867,38,1,0
482,2530,3116,19349,30,1,0
386,3098,2962,17257,99,0,1
570,1991,3247,19582,426,0,2
660,2507,3396,18315,143,1,0
463,1925,3372,18664,92,0,2
511,2760,2946,17956,114,0,2
384,2281,3304,17909,141,0,1
704,3047,2931,18873,196,0,1
671,2964,3673,17933,87,0,2
364,2856,3217,17221,237,0,1
599,2624,3161,18830,225,1,0
409,2254,3025,18163,344,1,0
519,2346,3245,17845,339,1,0
595,2127,3140,16569,354,0,3
657,3073,2921,19324,172,0,2
374,2612,3696,16613,233,0,1
679,2604,3507,18359,269,1,0
453,2089,3487,18823,132,1,0
703,1995,3068,18440,89,0,1
468,2309,2971,17402,406,0,2
667,2858,2915,16681,405,0,2
689,2615,3227,17298,382,1,0
589,2987,2918,17611,157,0,2
703,2605,3230,16560,322,0,1
712,2032,3550,18434,224,0,1
795,2961,3691,17037,148,0,1
594,2959,3230,18576,284,1,0
775,2000,2914,17092,239,0,1
768,3047,3342,17444,346,0,1
731,2499,3622,18525,413,0,1
683,2343,3113,18907,438,0,0
304,3002,3140,19043,197,0,1
449,2342,3271,18697,108,1,0
606,2256,3518,17976,245,1,0
427,2564,3527,17922,288,1,0
567,2760,2944,17161,274,0,2
429,2075,2935,17457,134,0,2
370,2251,3271,19693,267,0,1
336,2445,3041,16985,233,0,1
356,3035,3153,17239,95,0,1
322,2379,3654,16729,158,0,1
738,2549,3148,17014,267,0,1
652,2541,3105,19973,69,1,0
317,3069,3090,19473,328,0,1
679,2119,3328,19628,258,1,0
556,2978,3060,16990,374,0,3
445,2200,2962,18249,370,0,2
499,2085,3024,19480,430,0,0
426,2972,3598,19224,92,1,0
493,2188,3450,19555,122,1,0
500,3012,2870,17919,269,0,2
499,2327,3202,18718,180,1,0
423,2576,2856,18644,208,0,2
446,3022,3114,16987,140,0,2
709,2107,3313,17863,168,0,1
576,2099,3097,19125,231,1,0
434,2151,3172,17654,409,0,0
401,2175,3688,19763,56,0,2
357,2565,3454,19290,189,0,1
689,2841,3150,19758,59,1,0
305,3043,3003,19295,207,0,1
607,2487,3527,18719,34,1,0
696,2373,3409,19037,175,1,0
358,2641,2935,19114,434,0,1
797,3043,2855,16971,58,0,1
719,2181,3245,18053,208,0,1
736,2757,2887,19606,284,0,1
665,2350,3163,19877,223,1,0
625,2206,3009,19482,250,1,0
459,2133,3616,17546,67,0,2
622,2850,3262,19480,150,1,0
381,2730,3186,16607,387,0,1
424,2297,2902,18915,251,0,2
780,2183,3631,19106,91,0,1
746,2981,2903,18896,58,0,1
700,2135,3614,17182,197,0,2
690,1919,3628,17484,192,0,2
678,2482,3333,17996,83,1,0
780,2700,3085,19059,270,0,1
619,2284,3410,17247,371,1,0
555,1940,3357,18650,252,0,2
367,2509,3141,19137,136,0,1
341,2358,2998,19226,103,0,1
414,2313,3264,17294,338,1,0
569,2490,3014,18700,168,1,0
578,2733,3492,18072,337,1,0
680,2949,3188,16752,300,0,3
723,2820,3423,17264,368,0,1
462,2776,3505,19738,390,1,0
800,2970,3640,19302,307,0,1
661,2898,3342,17891,409,0,0
401,2016,2855,16997,136,0,2
403,2716,3688,17479,202,0,2
490,2881,3327,17829,417,0,0
733,2367,3005,19496,115,0,1
317,2481,3075,18025,291,0,1
769,2862,3234,19013,347,0,1
405,2233,3229,19353,410,0,0
793,2550,3427,17945,431,0,1
459,2974,3220,19996,37,1,0
349,2151,3666,18236,83,0,1
488,2547,2942,18897,270,0,2
527,2180,3693,17044,183,0,2
735,3037,3292,19508,249,0,1
560,2553,3428,17599,278,1,0
743,3042,3307,18880,330,0,1
538,3005,3069,17244,306,0,2
488,2854,2906,16783,307,0,2
542,1999,3235,17112,270,0,2
765,2400,3560,18333,99,0,1
686,2878,2988,19753,169,0,2
474,2487,3306,17129,46,1,0
536,3050,3221,19187,213,0,2
328,2869,3198,19641,142,0,1
356,2151,3444,18793,445,0,1
434,2441,3287,17555,226,1,0
550,3016,3382,19964,240,0,2
455,2963,3628,19145,319,0,2
310,2995,3070,16908,252,0,1
555,2783,3227,18153,107,1,0
402,2701,3639,18267,203,0,2
399,2511,3428,19689,44,0,1
503,2705,3271,18824,222,1,0
753,2656,3627,18590,388,0,1
383,2979,3531,18064,307,0,1
414,3075,3115,17123,384,0,2
697,1962,2861,17159,48,0,2
717,2499,2925,18504,39,0,1
590,2701,3032,18686,33,1,0
386,2630,3371,17966,83,0,1
321,2226,3406,16925,129,0,1
331,2233,3423,18526,147,0,1
415,2180,3084,19259,89,1,0
741,3100,3484,18231,149,0,1
336,3056,3680,19148,36,0,1
646,2868,3254,16666,366,0,3
716,2481,3250,17270,194,0,1
604,2446,3612,18785,411,0,2
800,2634,3292,19656,225,0,1
534,2573,3114,19475,152,1,0
761,2537,3514,17179,338,0,1
373,1933,2940,19317,372,0,1
494,2081,3054,17587,402,0,0
548,2365,3052,19397,44,1,0
765,2078,2990,16702,145,0,1
643,2062,3691,18223,421,0,2
309,2226,3348,19316,98,0,1
457,3068,3644,19414,252,0,2
401,2037,3686,18663,111,0,2
703,1947,3554,18752,297,0,1
465,2342,2997,18772,223,0,2
419,2529,3470,19381,416,0,0
795,2229,3303,18185,89,0,1
683,2388,3395,19123,321,1,0
391,2942,3527,18369,170,0,1
795,2289,3640,17077,391,0,1
381,2725,3601,18409,446,0,1
754,2852,3243,17172,99,0,1
606,3028,3093,18752,272,0,2
486,3003,2998,16535,332,0,2
565,2497,3376,18322,118,1,0
743,2987,3405,18062,155,0,1
496,2478,3678,18071,273,0,2
460,2813,3066,18740,393,1,0
340,2754,3273,17983,128,0,1
738,2640,3442,18151,337,0,1
670,2150,3417,18657,317,1,0
650,2422,3162,17733,108,1,0
668,2932,3184,17454,361,1,0
604,2254,3031,18793,191,1,0
628,2561,3379,18081,194,1,0
447,1936,3360,17062,223,0,2
694,2501,3480,19857,283,1,0
581,2747,3632,16542,49,0,2
638,2722,3528,19287,443,0,0
364,2881,3664,17378,415,0,1
353,2084,3399,18593,78,0,1
422,2980,3502,16898,336,0,3
766,2038,3171,17547,270,0,1
466,2448,2946,19122,210,0,2
484,2818,3584,16703,58,0,3
363,2136,3662,16542,85,0,1
472,2784,2992,19527,306,0,2
546,2767,3586,17673,71,1,0
641,2183,3525,19526,384,1,0
301,1906,3176,16598,247,0,1
748,2182,3469,17258,359,0,1
680,2855,3302,17799,94,1,0
506,2730,3233,18815,101,1,0
573,2997,3114,19530,197,1,0
681,2038,3423,18696,212,1,0
567,2414,3222,17516,343,1,0
421,2649,3344,17591,358,1,0
424,2796,3625,18088,399,0,2
628,2910,2898,18784,301,0,2
725,2486,3515,18828,89,0,1
434,3038,3499,19906,121,0,2
526,2394,3539,18009,409,0,0
666,2419,3654,17110,164,0,2
780,2574,2865,17763,256,0,1
777,2620,3692,18986,130,0,1
586,2731,2910,18484,224,0,2
308,2825,3323,17905,246,0,1
465,2304,3387,19138,310,1,0
613,2246,3565,16583,355,0,3
384,2091,3430,19590,106,0,1
778,2522,3305,19143,379,0,1
437,2952,3024,16671,283,0,3
757,2446,3531,19692,338,0,1
444,3027,3594,19906,60,0,2
323,2223,2850,16615,403,0,1
707,2416,3571,19600,294,0,1
604,2801,3127,19468,181,1,0
643,2198,3372,17375,289,1,0
363,1909,3606,18244,130,0,1
442,2239,2854,18725,59,0,2
475,2451,3609,20009,399,0,2
782,2024,2853,19339,353,0,1
729,2800,3571,18263,58,0,1
592,2367,3066,17387,392,1,0
400,2962,3485,17115,35,1,0
359,3087,3511,17911,448,0,1
488,1914,3153,19450,128,0,2
720,2961,2955,19767,179,0,1
755,2009,3172,17824,346,0,1
641,2727,3688,18627,47,0,2
433,2990,3073,17728,378,1,0
711,2407,3235,18595,284,0,1
579,2677,2864,19672,232,0,2
432,3081,3433,19308,407,0,2
401,2701,2982,17416,213,0,2
589,2237,3566,18256,450,0,0
742,2545,3404,17964,230,0,1
636,2343,3139,18554,277,1,0
800,2251,3226,18295,65,0,1
628,2713,3081,19615,39,1,0
305,2403,3680,18088,445,0,1
606,2487,3547,17564,433,0,0
488,2000,3210,18896,447,0,0
325,2972,3181,18357,434,0,1
427,2217,3501,17429,167,1,0
301,2494,3103,19795,245,0,1
569,2048,3028,17834,195,1,0
624,2066,3452,17611,304,1,0
652,2377,3301,19782,47,1,0
616,2794,3488,16728,204,0,3
414,2479,3136,19448,75,1,0
695,2282,3422,19565,449,0,0
353,1988,3149,17739,169,0,1
528,2888,3615,17292,320,0,2
429,2945,3387,17923,282,1,0
729,1959,3007,19266,146,0,1
635,2891,3516,18864,96,1,0
619,2025,3120,16696,336,0,3
393,2163,3494,17200,175,0,1
361,2339,3631,18152,34,0,1
493,3091,3417,17163,127,0,2
545,2688,3563,17328,215,1,0
384,2565,2928,17424,246,0,1
764,2469,3415,17210,352,0,1
388,2099,3513,17421,192,0,1
583,2021,3289,16692,95,0,3
702,2442,3460,17440,150,0,1
795,1958,3036,19468,129,0,1
630,3085,3107,18754,211,0,2
303,1957,3552,18528,38,0,1
734,3018,3621,18984,153,0,1
473,2187,3583,18021,224,1,0
653,2411,3435,16621,391,0,3
692,3063,2948,17840,404,0,2
437,2308,3222,18790,418,0,0
386,2437,3367,18091,53,0,1
483,2992,3510,19120,255,1,0
732,2125,3337,17162,313,0,1
300,2254,2895,17180,167,0,1
715,2657,3317,18889,401,0,1
755,2477,2897,18967,242,0,1
441,1976,3548,17868,74,0,2
307,2529,3413,18582,290,0,1
627,2179,3695,18198,389,0,2
550,2744,2955,19726,89,0,2
372,2333,3032,18233,103,0,1
467,2278,3369,16723,233,0,3
632,3068,3653,18431,285,0,2
683,2135,2923,18033,389,0,2
424,2127,2907,19612,377,0,2
511,2300,3320,18667,82,1,0
565,2594,3377,17703,132,1,0
488,2131,3438,19186,121,1,0
732,2095,3303,17597,398,0,1
560,2857,3400,17092,282,1,0
569,2558,3134,18003,423,0,0
403,2877,3450,18309,61,1,0
573,2518,3388,18190,117,1,0
310,2804,3212,17075,144,0,1
646,2515,3428,17753,315,1,0
691,2050,2896,19035,90,0,2
324,2258,3621,20000,43,0,1
680,2471,3309,17370,354,1,0
756,3096,2942,17121,134,0,1
744,2457,3624,17109,46,0,1
543,2031,3308,17083,450,0,0
422,2898,2981,17539,80,0,2
533,2267,3439,19577,245,1,0
628,2642,3573,19266,235,1,0
426,2069,3285,18108,67,1,0
749,2141,3176,18189,90,0,1
362,2925,3381,18952,301,0,1
451,2327,2949,16924,173,0,2
519,3039,3457,17451,37,0,2
743,2925,3530,19975,275,0,1
561,2240,3252,19191,345,1,0
327,2157,2933,17206,86,0,1
614,2474,3342,18856,192,1,0
697,2146,3078,17925,288,1,0
457,2324,3283,19504,432,0,0
655,2962,2872,19460,96,0,2
310,2175,3248,19311,416,0,1
704,2194,3214,17248,169,0,1
432,2467,3415,19430,45,1,0
710,2603,2946,18975,421,0,1
459,3003,2901,19357,385,0,2
684,2803,3247,18373,435,0,0
789,2266,3161,16514,72,0,1
368,2925,3293,17180,201,0,1
545,2601,3145,16627,203,0,3
307,2911,3585,17950,191,0,1
584,2695,3293,16591,41,0,3
372,2068,3212,17157,372,0,1
686,2146,3004,17475,369,1,0
407,2095,3312,19239,375,1,0
360,2779,3652,17948,376,0,1
744,2027,3136,19121,275,0,1
600,2750,2925,19499,126,0,2
789,2248,3428,17333,204,0,1
766,2475,3041,17717,338,0,1
527,2971,3490,16661,393,0,3
656,2732,2989,19052,280,0,2
400,2228,3346,18762,182,1,0
308,2060,3363,18837,220,0,1
324,2652,3446,18063,447,0,1
482,2012,3499,18011,448,0,0
731,2693,3543,19929,142,0,1
400,2161,2893,18473,166,0,2
747,2496,3677,17102,151,0,1
753,2347,3383,17262,137,0,1
713,2997,2928,19048,38,0,1
721,2228,3251,18206,83,0,1
746,2752,2852,16681,359,0,1
521,2165,2919,18536,345,0,2
700,2503,2862,16934,361,0,2
324,2882,3066,16636,233,0,1
796,2406,3511,17950,393,0,1
667,2321,3256,17243,247,1,0
612,2641,3367,17660,99,1,0
793,2811,3105,17942,385,0,1
577,2255,2900,17233,131,0,2
434,3098,3373,19697,264,0,2
612,2984,3175,19458,204,1,0
373,2328,3352,17083,99,0,1
455,2812,3169,18911,357,1,0
663,2481,3320,17579,213,1,0
695,2002,3293,16598,124,0,3
413,2417,3611,19776,233,0,2
543,2510,3457,16518,84,0,3
591,2552,3405,19626,75,1,0
349,2252,3372,16857,434,0,1
715,2741,3532,17661,422,0,1
486,2699,3403,16633,161,0,3
321,2190,3093,17913,103,0,1
484,2212,2892,19231,270,0,2
657,2601,3236,19405,366,1,0
778,2914,3242,18247,267,0,1
491,2184,3669,17858,283,0,2
731,2518,3184,17554,147,0,1
645,2375,3433,18847,195,1,0
357,2773,3440,17918,127,0,1
488,1942,2856,19078,225,0,2
320,1962,3407,17226,321,0,1
395,3066,2940,18522,33,0,1
548,2685,3253,17033,345,1,0
335,2016,3535,19030,315,0,1
371,2654,3018,19113,281,0,1
518,2192,3544,19744,136,1,0
391,2575,2920,19005,137,0,1
651,2291,3115,17549,74,1,0
592,2936,3066,19632,415,0,0
615,3017,3339,18550,192,0,2
449,2552,3596,19296,270,1,0
441,2619,3156,17513,404,0,0
464,2672,3205,17479,400,1,0
641,2047,3573,19554,72,1,0
369,2744,3093,19298,36,0,1
463,2300,3508,16698,116,0,3
699,2241,3697,16764,388,0,2
319,2382,3626,19352,91,0,1
789,3022,3388,17008,46,0,1
675,2954,3480,18352,150,1,0
398,2342,2980,17528,64,0,1
538,2402,3439,17759,388,1,0
602,2211,2870,18373,337,0,2
508,2709,3440,19587,169,1,0
797,3068,3262,17136,369,0,1
735,2719,3053,18789,141,0,1
540,2110,2958,19776,84,0,2
355,2673,3419,19967,88,0,1
597,2269,3102,19761,212,1,0
582,2598,3604,19306,42,0,2
494,2371,3403,16835,348,0,3
610,1922,3474,17851,107,0,2
440,1903,2934,17561,416,0,2
500,2485,3657,17935,311,0,2
633,2030,3285,18414,334,1,0
580,2527,3221,18560,386,1,0
463,1916,3135,19213,139,0,2
611,2555,3665,18573,239,0,2
403,2155,3069,19071,434,0,0
429,2430,2884,18138,192,0,2
530,2918,2877,19299,151,0,2
509,2261,3284,17224,186,1,0
616,2569,2929,19261,399,0,2
632,2979,3096,16943,35,0,3
766,2495,3038,16801,380,0,1
794,2698,3478,17659,204,0,1
655,1936,3526,16985,139,0,2
647,2240,3650,19891,125,0,2
535,2708,3638,19189,152,0,2
411,2185,3607,19318,221,0,2
310,1964,3224,19892,258,0,1
495,2181,3275,16756,30,0,3
635,2067,3540,16825,187,0,3
786,2774,2915,17276,418,0,1
542,2633,2867,17941,262,0,2
541,3007,3148,17944,307,0,2
525,2011,3161,18999,122,1,0
426,2661,3322,18747,397,1,0
563,2562,3652,19666,319,0,2
420,2245,3269,17419,162,1,0
455,1988,3576,19359,265,0,2
301,2834,2897,19854,321,0,1
540,1908,3107,17405,311,0,2
659,2483,3473,17471,143,1,0
692,2899,3646,16937,132,0,2
530,2495,2953,17102,100,0,2
636,1998,3417,16639,312,0,2
762,1961,2880,18404,258,0,1
515,2565,3435,16800,62,0,3
506,2849,2915,19362,395,0,2
538,2968,3595,19563,437,0,0
749,2652,3668,17741,104,0,1
463,3077,3499,19371,199,0,2
541,2155,3655,19042,387,0,2
535,3039,3495,17973,249,0,2
564,2675,3044,18417,389,1,0
721,2157,3299,19251,335,0,1
448,2702,3033,19530,215,1,0
436,2158,3166,16596,276,0,3
749,1996,3269,18277,150,0,1
476,2830,2957,19283,330,0,2
627,2366,3372,16921,225,0,3
406,2737,3007,19957,309,1,0
702,2551,3366,16836,331,0,1
784,2568,3024,19004,401,0,1
553,2471,3609,18170,261,0,2
357,2581,3188,18088,200,0,1
345,2556,3058,17883,302,0,1
636,2960,3265,18968,444,0,0
335,2257,3032,18970,171,0,1
450,2827,3338,17623,409,0,0
471,2694,3110,19930,292,1,0
426,2751,3500,17746,155,1,0
524,2861,3254,17880,67,1,0
387,2184,2931,18603,61,0,1
627,2463,3233,19693,265,1,0
487,2601,3506,18390,155,1,0
359,2177,3333,17541,198,0,1
698,2545,3582,18885,215,1,0
401,2654,3400,18533,38,1,0
625,2236,2941,17997,272,0,2
675,2614,3525,17416,115,1,0
578,2533,3162,17837,228,1,0
688,2094,3113,18768,279,1,0
699,2527,3590,19102,329,1,0
783,2165,3091,16542,325,0,1
426,2805,3264,16664,131,0,3
665,2797,2944,16562,113,0,2
309,2728,3495,17293,324,0,1
351,2768,3555,16923,236,0,1
687,2731,2939,19219,262,0,2
578,2126,3452,18132,247,1,0
610,2016,3671,16694,261,0,2
636,2140,3083,17818,406,0,0
770,1948,3236,16663,430,0,1
650,3037,3113,18091,210,0,2
324,2658,3404,18387,179,0,1
708,2562,2949,19730,103,0,1
316,2476,3177,18889,406,0,1
629,2030,3115,19227,34,1,0
430,2319,3184,19090,304,1,0
639,1954,3393,19454,233,0,2
798,2944,3228,16599,219,0,1
608,2355,3576,19718,164,1,0
538,2677,3460,19621,229,1,0
551,2532,3338,19337,101,1,0
405,2975,3479,18637,133,1,0
791,2619,3292,17870,208,0,1
573,2554,2984,18236,245,0,2
313,1966,3603,19504,340,0,1
703,2973,3064,17738,234,0,1
636,1977,3125,17142,275,0,2
628,2165,3522,18455,359,1,0
511,2748,3415,19705,93,1,0
631,2143,3414,17893,65,1,0
542,2336,2917,18489,439,0,2
739,1976,3655,17960,283,0,1
668,2996,2907,17124,434,0,2
612,2655,3173,17575,353,1,0
470,2175,3040,19811,117,1,0
363,2985,3270,17597,297,0,1
640,2992,3393,17314,232,1,0
